id,input,output,example_id
140," board = [[""8"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]", false," 2:
"
141," board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]", true," 1:
"
141," board = [[""8"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]", false," 2:
"
142," board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]", true," 1:
"
142," board = [[""8"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]", false," 2:
"
143," board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]", true," 1:
"
143," board = [[""8"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]", false," 2:
"
144," board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]"," [[""5"",""3"",""4"",""6"",""7"",""8"",""9"",""1"",""2""],[""6"",""7"",""2"",""1"",""9"",""5"",""3"",""4"",""8""],[""1"",""9"",""8"",""3"",""4"",""2"",""5"",""6"",""7""],[""8"",""5"",""9"",""7"",""6"",""1"",""4"",""2"",""3""],[""4"",""2"",""6"",""8"",""5"",""3"",""7"",""9"",""1""],[""7"",""1"",""3"",""9"",""2"",""4"",""8"",""5"",""6""],[""9"",""6"",""1"",""5"",""3"",""7"",""2"",""8"",""4""],[""2"",""8"",""7"",""4"",""1"",""9"",""6"",""3"",""5""],[""3"",""4"",""5"",""2"",""8"",""6"",""1"",""7"",""9""]]"," 1:
"
145," board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]"," [[""5"",""3"",""4"",""6"",""7"",""8"",""9"",""1"",""2""],[""6"",""7"",""2"",""1"",""9"",""5"",""3"",""4"",""8""],[""1"",""9"",""8"",""3"",""4"",""2"",""5"",""6"",""7""],[""8"",""5"",""9"",""7"",""6"",""1"",""4"",""2"",""3""],[""4"",""2"",""6"",""8"",""5"",""3"",""7"",""9"",""1""],[""7"",""1"",""3"",""9"",""2"",""4"",""8"",""5"",""6""],[""9"",""6"",""1"",""5"",""3"",""7"",""2"",""8"",""4""],[""2"",""8"",""7"",""4"",""1"",""9"",""6"",""3"",""5""],[""3"",""4"",""5"",""2"",""8"",""6"",""1"",""7"",""9""]]"," 1:
"
146," board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]"," [[""5"",""3"",""4"",""6"",""7"",""8"",""9"",""1"",""2""],[""6"",""7"",""2"",""1"",""9"",""5"",""3"",""4"",""8""],[""1"",""9"",""8"",""3"",""4"",""2"",""5"",""6"",""7""],[""8"",""5"",""9"",""7"",""6"",""1"",""4"",""2"",""3""],[""4"",""2"",""6"",""8"",""5"",""3"",""7"",""9"",""1""],[""7"",""1"",""3"",""9"",""2"",""4"",""8"",""5"",""6""],[""9"",""6"",""1"",""5"",""3"",""7"",""2"",""8"",""4""],[""2"",""8"",""7"",""4"",""1"",""9"",""6"",""3"",""5""],[""3"",""4"",""5"",""2"",""8"",""6"",""1"",""7"",""9""]]"," 1:
"
147," board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]"," [[""5"",""3"",""4"",""6"",""7"",""8"",""9"",""1"",""2""],[""6"",""7"",""2"",""1"",""9"",""5"",""3"",""4"",""8""],[""1"",""9"",""8"",""3"",""4"",""2"",""5"",""6"",""7""],[""8"",""5"",""9"",""7"",""6"",""1"",""4"",""2"",""3""],[""4"",""2"",""6"",""8"",""5"",""3"",""7"",""9"",""1""],[""7"",""1"",""3"",""9"",""2"",""4"",""8"",""5"",""6""],[""9"",""6"",""1"",""5"",""3"",""7"",""2"",""8"",""4""],[""2"",""8"",""7"",""4"",""1"",""9"",""6"",""3"",""5""],[""3"",""4"",""5"",""2"",""8"",""6"",""1"",""7"",""9""]]"," 1:
"
148, n = 1," ""1"""," 1:
"
148, n = 4," ""1211"""," 2:
"
149, n = 1," ""1"""," 1:
"
149, n = 4," ""1211"""," 2:
"
150, n = 1," ""1"""," 1:
"
150, n = 4," ""1211"""," 2:
"
151, n = 1," ""1"""," 1:
"
151, n = 4," ""1211"""," 2:
"
152," candidates = [2,3,6,7], target = 7"," [[2,2,3],[7]]"," 1:
"
152," candidates = [2,3,5], target = 8"," [[2,2,2,2],[2,3,3],[3,5]]"," 2:
"
152," candidates = [2], target = 1", []," 3:
"
152," candidates = [1], target = 1", [[1]]," 4:
"
152," candidates = [1], target = 2"," [[1,1]]"," 5:
"
153," candidates = [2,3,6,7], target = 7"," [[2,2,3],[7]]"," 1:
"
153," candidates = [2,3,5], target = 8"," [[2,2,2,2],[2,3,3],[3,5]]"," 2:
"
153," candidates = [2], target = 1", []," 3:
"
153," candidates = [1], target = 1", [[1]]," 4:
"
153," candidates = [1], target = 2"," [[1,1]]"," 5:
"
154," candidates = [2,3,6,7], target = 7"," [[2,2,3],[7]]"," 1:
"
154," candidates = [2,3,5], target = 8"," [[2,2,2,2],[2,3,3],[3,5]]"," 2:
"
154," candidates = [2], target = 1", []," 3:
"
154," candidates = [1], target = 1", [[1]]," 4:
"
154," candidates = [1], target = 2"," [[1,1]]"," 5:
"
155," candidates = [2,3,6,7], target = 7"," [[2,2,3],[7]]"," 1:
"
155," candidates = [2,3,5], target = 8"," [[2,2,2,2],[2,3,3],[3,5]]"," 2:
"
155," candidates = [2], target = 1", []," 3:
"
155," candidates = [1], target = 1", [[1]]," 4:
"
155," candidates = [1], target = 2"," [[1,1]]"," 5:
"
156," candidates = [10,1,2,7,6,1,5], target = 8"," [[1,1,6],[1,2,5],[1,7],[2,6]]"," 1:
"
156," candidates = [2,5,2,1,2], target = 5"," [[1,2,2],[5]]"," 2:
"
157," candidates = [10,1,2,7,6,1,5], target = 8"," [[1,1,6],[1,2,5],[1,7],[2,6]]"," 1:
"
157," candidates = [2,5,2,1,2], target = 5"," [[1,2,2],[5]]"," 2:
"
158," candidates = [10,1,2,7,6,1,5], target = 8"," [[1,1,6],[1,2,5],[1,7],[2,6]]"," 1:
"
158," candidates = [2,5,2,1,2], target = 5"," [[1,2,2],[5]]"," 2:
"
159," candidates = [10,1,2,7,6,1,5], target = 8"," [[1,1,6],[1,2,5],[1,7],[2,6]]"," 1:
"
159," candidates = [2,5,2,1,2], target = 5"," [[1,2,2],[5]]"," 2:
"
160," nums = [1,2,0]", 3," 1:
"
160," nums = [3,4,-1,1]", 2," 2:
"
160," nums = [7,8,9,11,12]", 1," 3:
"
161," nums = [1,2,0]", 3," 1:
"
161," nums = [3,4,-1,1]", 2," 2:
"
161," nums = [7,8,9,11,12]", 1," 3:
"
162," nums = [1,2,0]", 3," 1:
"
162," nums = [3,4,-1,1]", 2," 2:
"
162," nums = [7,8,9,11,12]", 1," 3:
"
163," nums = [1,2,0]", 3," 1:
"
163," nums = [3,4,-1,1]", 2," 2:
"
163," nums = [7,8,9,11,12]", 1," 3:
"
164," height = [0,1,0,2,1,0,1,3,2,1,2,1]", 6," 1:
"
164," height = [4,2,0,3,2,5]", 9," 2:
"
165," height = [0,1,0,2,1,0,1,3,2,1,2,1]", 6," 1:
"
165," height = [4,2,0,3,2,5]", 9," 2:
"
166," height = [0,1,0,2,1,0,1,3,2,1,2,1]", 6," 1:
"
166," height = [4,2,0,3,2,5]", 9," 2:
"
167," height = [0,1,0,2,1,0,1,3,2,1,2,1]", 6," 1:
"
167," height = [4,2,0,3,2,5]", 9," 2:
"
168," num1 = ""2"", num2 = ""3"""," ""6"""," 1:
"
168," num1 = ""123"", num2 = ""456"""," ""56088"""," 2:
"
169," num1 = ""2"", num2 = ""3"""," ""6"""," 1:
"
169," num1 = ""123"", num2 = ""456"""," ""56088"""," 2:
"
170," num1 = ""2"", num2 = ""3"""," ""6"""," 1:
"
170," num1 = ""123"", num2 = ""456"""," ""56088"""," 2:
"
171," num1 = ""2"", num2 = ""3"""," ""6"""," 1:
"
171," num1 = ""123"", num2 = ""456"""," ""56088"""," 2:
"
172," s = ""aa"", p = ""a""", false," 1:
"
172," s = ""aa"", p = ""*""", true," 2:
"
172," s = ""cb"", p = ""?a""", false," 3:
"
172," s = ""adceb"", p = ""*a*b""", true," 4:
"
172," s = ""acdcb"", p = ""a*c?b""", false," 5:
"
173," s = ""aa"", p = ""a""", false," 1:
"
173," s = ""aa"", p = ""*""", true," 2:
"
173," s = ""cb"", p = ""?a""", false," 3:
"
173," s = ""adceb"", p = ""*a*b""", true," 4:
"
173," s = ""acdcb"", p = ""a*c?b""", false," 5:
"
174," s = ""aa"", p = ""a""", false," 1:
"
174," s = ""aa"", p = ""*""", true," 2:
"
174," s = ""cb"", p = ""?a""", false," 3:
"
174," s = ""adceb"", p = ""*a*b""", true," 4:
"
174," s = ""acdcb"", p = ""a*c?b""", false," 5:
"
175," s = ""aa"", p = ""a""", false," 1:
"
175," s = ""aa"", p = ""*""", true," 2:
"
175," s = ""cb"", p = ""?a""", false," 3:
"
175," s = ""adceb"", p = ""*a*b""", true," 4:
"
175," s = ""acdcb"", p = ""a*c?b""", false," 5:
"
176," nums = [2,3,1,1,4]", 2," 1:
"
176," nums = [2,3,0,1,4]", 2," 2:
"
177," nums = [2,3,1,1,4]", 2," 1:
"
177," nums = [2,3,0,1,4]", 2," 2:
"
178," nums = [2,3,1,1,4]", 2," 1:
"
178," nums = [2,3,0,1,4]", 2," 2:
"
179," nums = [2,3,1,1,4]", 2," 1:
"
179," nums = [2,3,0,1,4]", 2," 2:
"
180," nums = [1,2,3]"," [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]"," 1:
"
180," nums = [0,1]"," [[0,1],[1,0]]"," 2:
"
180, nums = [1], [[1]]," 3:
"
181," nums = [1,2,3]"," [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]"," 1:
"
181," nums = [0,1]"," [[0,1],[1,0]]"," 2:
"
181, nums = [1], [[1]]," 3:
"
182," nums = [1,2,3]"," [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]"," 1:
"
182," nums = [0,1]"," [[0,1],[1,0]]"," 2:
"
182, nums = [1], [[1]]," 3:
"
183," nums = [1,2,3]"," [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]"," 1:
"
183," nums = [0,1]"," [[0,1],[1,0]]"," 2:
"
183, nums = [1], [[1]]," 3:
"
184," nums = [1,1,2]","[[1,1,2], [1,2,1], [2,1,1]]"," 1:
"
184," nums = [1,2,3]"," [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]"," 2:
"
185," nums = [1,1,2]","[[1,1,2], [1,2,1], [2,1,1]]"," 1:
"
185," nums = [1,2,3]"," [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]"," 2:
"
186," nums = [1,1,2]","[[1,1,2], [1,2,1], [2,1,1]]"," 1:
"
186," nums = [1,2,3]"," [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]"," 2:
"
187," nums = [1,1,2]","[[1,1,2], [1,2,1], [2,1,1]]"," 1:
"
187," nums = [1,2,3]"," [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]"," 2:
"
188," matrix = [[1,2,3],[4,5,6],[7,8,9]]"," [[7,4,1],[8,5,2],[9,6,3]]"," 1:
"
188," matrix = [[5,1,9,11],[2,4,8,10],[13,3,6,7],[15,14,12,16]]"," [[15,13,2,5],[14,3,4,1],[12,6,8,9],[16,7,10,11]]"," 2:
"
188, matrix = [[1]], [[1]]," 3:
"
188," matrix = [[1,2],[3,4]]"," [[3,1],[4,2]]"," 4:
"
189," matrix = [[1,2,3],[4,5,6],[7,8,9]]"," [[7,4,1],[8,5,2],[9,6,3]]"," 1:
"
189," matrix = [[5,1,9,11],[2,4,8,10],[13,3,6,7],[15,14,12,16]]"," [[15,13,2,5],[14,3,4,1],[12,6,8,9],[16,7,10,11]]"," 2:
"
189, matrix = [[1]], [[1]]," 3:
"
189," matrix = [[1,2],[3,4]]"," [[3,1],[4,2]]"," 4:
"
190," matrix = [[1,2,3],[4,5,6],[7,8,9]]"," [[7,4,1],[8,5,2],[9,6,3]]"," 1:
"
190," matrix = [[5,1,9,11],[2,4,8,10],[13,3,6,7],[15,14,12,16]]"," [[15,13,2,5],[14,3,4,1],[12,6,8,9],[16,7,10,11]]"," 2:
"
190, matrix = [[1]], [[1]]," 3:
"
190," matrix = [[1,2],[3,4]]"," [[3,1],[4,2]]"," 4:
"
191," matrix = [[1,2,3],[4,5,6],[7,8,9]]"," [[7,4,1],[8,5,2],[9,6,3]]"," 1:
"
191," matrix = [[5,1,9,11],[2,4,8,10],[13,3,6,7],[15,14,12,16]]"," [[15,13,2,5],[14,3,4,1],[12,6,8,9],[16,7,10,11]]"," 2:
"
191, matrix = [[1]], [[1]]," 3:
"
191," matrix = [[1,2],[3,4]]"," [[3,1],[4,2]]"," 4:
"
192," strs = [""eat"",""tea"",""tan"",""ate"",""nat"",""bat""]"," [[""bat""],[""nat"",""tan""],[""ate"",""eat"",""tea""]]"," 1:
"
192," strs = [""""]"," [[""""]]"," 2:
"
192," strs = [""a""]"," [[""a""]]"," 3:
"
193," strs = [""eat"",""tea"",""tan"",""ate"",""nat"",""bat""]"," [[""bat""],[""nat"",""tan""],[""ate"",""eat"",""tea""]]"," 1:
"
193," strs = [""""]"," [[""""]]"," 2:
"
193," strs = [""a""]"," [[""a""]]"," 3:
"
194," strs = [""eat"",""tea"",""tan"",""ate"",""nat"",""bat""]"," [[""bat""],[""nat"",""tan""],[""ate"",""eat"",""tea""]]"," 1:
"
194," strs = [""""]"," [[""""]]"," 2:
"
194," strs = [""a""]"," [[""a""]]"," 3:
"
195," strs = [""eat"",""tea"",""tan"",""ate"",""nat"",""bat""]"," [[""bat""],[""nat"",""tan""],[""ate"",""eat"",""tea""]]"," 1:
"
195," strs = [""""]"," [[""""]]"," 2:
"
195," strs = [""a""]"," [[""a""]]"," 3:
"
196," x = 2.00000, n = 10", 1024.00000," 1:
"
196," x = 2.10000, n = 3", 9.26100," 2:
"
196," x = 2.00000, n = -2", 0.25000," 3:
"
197," x = 2.00000, n = 10", 1024.00000," 1:
"
197," x = 2.10000, n = 3", 9.26100," 2:
"
197," x = 2.00000, n = -2", 0.25000," 3:
"
198," x = 2.00000, n = 10", 1024.00000," 1:
"
198," x = 2.10000, n = 3", 9.26100," 2:
"
198," x = 2.00000, n = -2", 0.25000," 3:
"
199," x = 2.00000, n = 10", 1024.00000," 1:
"
199," x = 2.10000, n = 3", 9.26100," 2:
"
199," x = 2.00000, n = -2", 0.25000," 3:
"
200, n = 4," [["".Q.."",""...Q"",""Q..."",""..Q.""],[""..Q."",""Q..."",""...Q"","".Q..""]]"," 1:
"
200, n = 1," [[""Q""]]"," 2:
"
201, n = 4," [["".Q.."",""...Q"",""Q..."",""..Q.""],[""..Q."",""Q..."",""...Q"","".Q..""]]"," 1:
"
201, n = 1," [[""Q""]]"," 2:
"
202, n = 4," [["".Q.."",""...Q"",""Q..."",""..Q.""],[""..Q."",""Q..."",""...Q"","".Q..""]]"," 1:
"
202, n = 1," [[""Q""]]"," 2:
"
203, n = 4," [["".Q.."",""...Q"",""Q..."",""..Q.""],[""..Q."",""Q..."",""...Q"","".Q..""]]"," 1:
"
203, n = 1," [[""Q""]]"," 2:
"
204, n = 4, 2," 1:
"
204, n = 1, 1," 2:
"
205, n = 4, 2," 1:
"
205, n = 1, 1," 2:
"
206, n = 4, 2," 1:
"
206, n = 1, 1," 2:
"
207, n = 4, 2," 1:
"
207, n = 1, 1," 2:
"
208," nums = [-2,1,-3,4,-1,2,1,-5,4]", 6," 1:
"
208, nums = [1], 1," 2:
"
208," nums = [5,4,-1,7,8]", 23," 3:
"
209," nums = [-2,1,-3,4,-1,2,1,-5,4]", 6," 1:
"
209, nums = [1], 1," 2:
"
209," nums = [5,4,-1,7,8]", 23," 3:
"
210," nums = [-2,1,-3,4,-1,2,1,-5,4]", 6," 1:
"
210, nums = [1], 1," 2:
"
210," nums = [5,4,-1,7,8]", 23," 3:
"
211," nums = [-2,1,-3,4,-1,2,1,-5,4]", 6," 1:
"
211, nums = [1], 1," 2:
"
211," nums = [5,4,-1,7,8]", 23," 3:
"
212," matrix = [[1,2,3],[4,5,6],[7,8,9]]"," [1,2,3,6,9,8,7,4,5]"," 1:
"
212," matrix = [[1,2,3,4],[5,6,7,8],[9,10,11,12]]"," [1,2,3,4,8,12,11,10,9,5,6,7]"," 2:
"
213," matrix = [[1,2,3],[4,5,6],[7,8,9]]"," [1,2,3,6,9,8,7,4,5]"," 1:
"
213," matrix = [[1,2,3,4],[5,6,7,8],[9,10,11,12]]"," [1,2,3,4,8,12,11,10,9,5,6,7]"," 2:
"
214," matrix = [[1,2,3],[4,5,6],[7,8,9]]"," [1,2,3,6,9,8,7,4,5]"," 1:
"
214," matrix = [[1,2,3,4],[5,6,7,8],[9,10,11,12]]"," [1,2,3,4,8,12,11,10,9,5,6,7]"," 2:
"
215," matrix = [[1,2,3],[4,5,6],[7,8,9]]"," [1,2,3,6,9,8,7,4,5]"," 1:
"
215," matrix = [[1,2,3,4],[5,6,7,8],[9,10,11,12]]"," [1,2,3,4,8,12,11,10,9,5,6,7]"," 2:
"
216," nums = [2,3,1,1,4]", true," 1:
"
216," nums = [3,2,1,0,4]", false," 2:
"
217," nums = [2,3,1,1,4]", true," 1:
"
217," nums = [3,2,1,0,4]", false," 2:
"
218," nums = [2,3,1,1,4]", true," 1:
"
218," nums = [3,2,1,0,4]", false," 2:
"
219," nums = [2,3,1,1,4]", true," 1:
"
219," nums = [3,2,1,0,4]", false," 2:
"
220," intervals = [[1,3],[2,6],[8,10],[15,18]]"," [[1,6],[8,10],[15,18]]"," 1:
"
220," intervals = [[1,4],[4,5]]"," [[1,5]]"," 2:
"
221," intervals = [[1,3],[2,6],[8,10],[15,18]]"," [[1,6],[8,10],[15,18]]"," 1:
"
221," intervals = [[1,4],[4,5]]"," [[1,5]]"," 2:
"
222," intervals = [[1,3],[2,6],[8,10],[15,18]]"," [[1,6],[8,10],[15,18]]"," 1:
"
222," intervals = [[1,4],[4,5]]"," [[1,5]]"," 2:
"
223," intervals = [[1,3],[2,6],[8,10],[15,18]]"," [[1,6],[8,10],[15,18]]"," 1:
"
223," intervals = [[1,4],[4,5]]"," [[1,5]]"," 2:
"
224," intervals = [[1,3],[6,9]], newInterval = [2,5]"," [[1,5],[6,9]]"," 1:
"
224," intervals = [[1,2],[3,5],[6,7],[8,10],[12,16]], newInterval = [4,8]"," [[1,2],[3,10],[12,16]]"," 2:
"
224," intervals = [], newInterval = [5,7]"," [[5,7]]"," 3:
"
224," intervals = [[1,5]], newInterval = [2,3]"," [[1,5]]"," 4:
"
224," intervals = [[1,5]], newInterval = [2,7]"," [[1,7]]"," 5:
"
225," intervals = [[1,3],[6,9]], newInterval = [2,5]"," [[1,5],[6,9]]"," 1:
"
225," intervals = [[1,2],[3,5],[6,7],[8,10],[12,16]], newInterval = [4,8]"," [[1,2],[3,10],[12,16]]"," 2:
"
225," intervals = [], newInterval = [5,7]"," [[5,7]]"," 3:
"
225," intervals = [[1,5]], newInterval = [2,3]"," [[1,5]]"," 4:
"
225," intervals = [[1,5]], newInterval = [2,7]"," [[1,7]]"," 5:
"
226," intervals = [[1,3],[6,9]], newInterval = [2,5]"," [[1,5],[6,9]]"," 1:
"
226," intervals = [[1,2],[3,5],[6,7],[8,10],[12,16]], newInterval = [4,8]"," [[1,2],[3,10],[12,16]]"," 2:
"
226," intervals = [], newInterval = [5,7]"," [[5,7]]"," 3:
"
226," intervals = [[1,5]], newInterval = [2,3]"," [[1,5]]"," 4:
"
226," intervals = [[1,5]], newInterval = [2,7]"," [[1,7]]"," 5:
"
227," intervals = [[1,3],[6,9]], newInterval = [2,5]"," [[1,5],[6,9]]"," 1:
"
227," intervals = [[1,2],[3,5],[6,7],[8,10],[12,16]], newInterval = [4,8]"," [[1,2],[3,10],[12,16]]"," 2:
"
227," intervals = [], newInterval = [5,7]"," [[5,7]]"," 3:
"
227," intervals = [[1,5]], newInterval = [2,3]"," [[1,5]]"," 4:
"
227," intervals = [[1,5]], newInterval = [2,7]"," [[1,7]]"," 5:
"
228," s = ""Hello World""", 5," 1:
"
228," s = "" """, 0," 2:
"
229," s = ""Hello World""", 5," 1:
"
229," s = "" """, 0," 2:
"
230," s = ""Hello World""", 5," 1:
"
230," s = "" """, 0," 2:
"
231," s = ""Hello World""", 5," 1:
"
231," s = "" """, 0," 2:
"
232, n = 3," [[1,2,3],[8,9,4],[7,6,5]]"," 1:
"
232, n = 1, [[1]]," 2:
"
233, n = 3," [[1,2,3],[8,9,4],[7,6,5]]"," 1:
"
233, n = 1, [[1]]," 2:
"
234, n = 3," [[1,2,3],[8,9,4],[7,6,5]]"," 1:
"
234, n = 1, [[1]]," 2:
"
235, n = 3," [[1,2,3],[8,9,4],[7,6,5]]"," 1:
"
235, n = 1, [[1]]," 2:
"
236," n = 3, k = 3"," ""213"""," 1:
"
236," n = 4, k = 9"," ""2314"""," 2:
"
236," n = 3, k = 1"," ""123"""," 3:
"
237," n = 3, k = 3"," ""213"""," 1:
"
237," n = 4, k = 9"," ""2314"""," 2:
"
237," n = 3, k = 1"," ""123"""," 3:
"
238," n = 3, k = 3"," ""213"""," 1:
"
238," n = 4, k = 9"," ""2314"""," 2:
"
238," n = 3, k = 1"," ""123"""," 3:
"
239," n = 3, k = 3"," ""213"""," 1:
"
239," n = 4, k = 9"," ""2314"""," 2:
"
239," n = 3, k = 1"," ""123"""," 3:
"
240," head = [1,2,3,4,5], k = 2"," [4,5,1,2,3]"," 1:
"
240," head = [0,1,2], k = 4"," [2,0,1]"," 2:
"
241," head = [1,2,3,4,5], k = 2"," [4,5,1,2,3]"," 1:
"
241," head = [0,1,2], k = 4"," [2,0,1]"," 2:
"
242," head = [1,2,3,4,5], k = 2"," [4,5,1,2,3]"," 1:
"
242," head = [0,1,2], k = 4"," [2,0,1]"," 2:
"
243," head = [1,2,3,4,5], k = 2"," [4,5,1,2,3]"," 1:
"
243," head = [0,1,2], k = 4"," [2,0,1]"," 2:
"
244," m = 3, n = 7", 28," 1:
"
244," m = 3, n = 2", 3," 2:
"
244," m = 7, n = 3", 28," 3:
"
244," m = 3, n = 3", 6," 4:
"
245," m = 3, n = 7", 28," 1:
"
